# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,6.8777017936811,2.8219577970256418,-149.44786117803866,0,3.0,-0.07985223512804768,0.0,0.0,0.0
 0.08949863411511287,6.867354865699358,2.8158503012300184,-149.44786117803866,0.2684959023453386,3.0,-0.07985223512804768,0.0,-1.4880627029401585,0.0
 0.12625791039766873,6.857104154140634,2.8098127878876995,-149.50256128606182,0.37877373119300617,2.9999999999999996,-0.08161586747266542,0.0,-1.9774105268301478,0.0
 0.1542524876471573,6.846948852581265,2.80384467738168,-149.55791805780913,0.46275746294147185,3.0,-0.08341628421544718,0.0,-2.3915112851999436,0.0
 0.17767662263611805,6.836888154597592,2.7979453900949522,-149.61393714098128,0.5330298679083542,3.0000000000000013,-0.08525395855112747,0.0,-2.7675288765987824,0.0
 0.19815949015986098,6.826921253765953,2.792114346410511,-149.67062406832878,0.5944784704795829,2.9999999999999987,-0.08712934685430869,0.0,-3.1208912503158954,0.0
 0.21653891257585522,6.817047343662687,2.7863509667113493,-149.72798424693272,0.6496167377275657,3.0000000000000013,-0.08904288713214462,0.0,-3.45982486417146,0.0
 0.23331395247141393,6.807265617864135,2.7806546713804625,-149.78602294706084,0.6999418574142418,2.9999999999999982,-0.09099499653528517,0.0,-3.789340672317966,0.0
 0.2488106703612442,6.797575269946636,2.775024880800843,-149.8447452904482,0.7464320110837327,3.0000000000000053,-0.09298606981061867,0.0,-4.112762823730814,0.0
 0.2632561782246605,6.787975493486528,2.7694610153554855,-149.90415623815878,0.7897685346739816,2.999999999999996,-0.09501647571363148,0.0,-4.432433334252664,0.0
 0.2768163008770319,6.778465482060151,2.763962495427383,-149.9642605778197,0.8304489026310957,3.0,-0.09708655574839296,0.0,-4.750078368734565,0.0
 0.2896165807530357,6.769044429243844,2.7585287413995303,-150.02506291037247,0.8688497422591072,3.0000000000000044,-0.09919662096052172,0.0,-5.06701564687223,0.0
 0.30175483533179265,6.7597115286139475,2.7531591736549212,-150.08656763624873,0.9052645059953781,3.0000000000000093,-0.10134694911706746,0.0,-5.384279711226764,0.0
 0.313309083636752,6.750465973746799,2.7478532125765494,-150.1487789409756,0.9399272509102561,3.0,-0.10353778196219691,0.0,-5.702701492488982,0.0
 0.32434277342343104,6.741306958218739,2.7426102785474087,-150.21170078018977,0.9730283202702934,3.00000000000001,-0.10576932198899089,0.0,-6.022960928423676,0.0
 0.3349083548115202,6.732233675606108,2.737429791950493,-150.27533686407628,1.0047250644345609,3.0,-0.10804172927163247,0.0,-6.3456229225352985,0.0
 0.34504979843596656,6.723245319485241,2.732311173168796,-150.3396906412072,1.0351493953078998,2.999999999999989,-0.11035511824959603,0.0,-6.671162582977547,0.0
 0.35480441611663527,6.714341083432482,2.727253842585312,-150.40476528168972,1.064413248349906,3.0000000000000058,-0.11270955388172764,0.0,-6.999983359966304,0.0
 0.3642042067651149,6.705520161024169,2.722257220583034,-150.47056365981624,1.092612620295345,3.000000000000012,-0.11510504830834264,0.0,-7.332430288238091,0.0
 0.3732768707443084,6.69678174583664,2.717320727544957,-150.5370883359723,1.1198306122329256,3.0000000000000124,-0.11754155651701795,0.0,-7.668799823378079,0.0
 0.3820465874535783,6.688125031446235,2.7124437838540745,-150.6043415379234,1.1461397623607352,2.999999999999994,-0.12001897298535887,0.0,-8.009347229750949,0.0
 0.3905346204515704,6.679549211429293,2.70762580989338,-150.67232514150191,1.1716038613547115,2.9999999999999933,-0.12253712659183501,0.0,-8.354292160924755,0.0
 0.398759794738849,6.671053479362155,2.702866226045868,-150.74104065057236,1.1962793842165473,3.0000000000000067,-0.12509577709874628,0.0,-8.703822916477138,0.0
 0.40673887777936263,6.662637028821158,2.6981644526945323,-150.81048917639285,1.2202166333380882,2.9999999999999862,-0.1276946103638742,0.0,-9.058099672198034,0.0
 0.41448688700892944,6.654299053382643,2.6935199102223657,-150.88067141625538,1.2434606610267886,3.000000000000007,-0.13033323294612736,0.0,-9.417256949995101,0.0
 0.4220173404816768,6.646038746622947,2.688932019012363,-150.95158763155823,1.2660520214450306,2.9999999999999925,-0.13301116845538813,0.0,-9.781405449932164,0.0
 0.42934246302021906,6.637855302118413,2.684400199447518,-151.02323762507814,1.2880273890606575,3.0000000000000075,-0.1357278518438863,0.0,-10.150633441246615,0.0
 0.4364733571750296,6.629747913445377,2.679923871910825,-151.09562071775196,1.3094200715250892,3.000000000000008,-0.13848262419153534,0.0,-10.52500772643772,0.0
 0.44342014608047164,6.6217157741801795,2.6755024567852774,-151.16873572465568,1.3302604382414154,3.000000000000008,-0.14127472764003393,0.0,-10.904574326264218,0.0
 0.4501920936658463,6.61375807789916,2.6711353744538684,-151.24258093043395,1.3505762809975392,2.999999999999992,-0.14410329957969756,0.0,-11.289358896366656,0.0
 0.45679770646825646,6.605874018178658,2.6668220452995928,-151.31715406409077,1.3703931194047698,3.0000000000000084,-0.14696736762859328,0.0,-11.679366924735112,0.0
 0.4632448203828212,6.598062788595013,2.662561889705444,-151.39245227310457,1.389734461148464,3.0,-0.14986584360313376,0.0,-12.074583773536624,0.0
 0.46954067499305924,6.5903235827245625,2.658354328054417,-151.46847209702187,1.408622024979178,2.999999999999991,-0.15279751695478191,0.0,-12.474974545797968,0.0
